USPS|GEOID|GEOIDFQ|ANSICODE|NAME|LSAD|FUNCSTAT|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
CO|0857445|1600000US0857445|02583275|Paragon Estates CDP|57|S|4341365|19874|1.676|0.008|39.980757|-105.185187
CO|0857465|1600000US0857465|02805920|Park Center CDP|57|S|16962296|66314|6.549|0.026|38.485177|-105.226136
CO|0857630|1600000US0857630|02413117|Parker town|43|A|58143157|21992|22.449|0.008|39.505946|-104.775828
CO|0857850|1600000US0857850|02583276|Parshall CDP|57|S|774358|0|0.299|0.|40.055562|-106.175995
CO|0858235|1600000US0858235|02413123|Peetz town|43|A|578466|0|0.223|0.|40.961823|-103.113809
CO|0858400|1600000US0858400|02409053|Penrose CDP|57|S|46220980|0|17.846|0.|38.421298|-105.000395
CO|0858510|1600000US0858510|02583277|Peoria CDP|57|S|35650450|103221|13.765|0.04|39.653334|-104.136977
CO|0858592|1600000US0858592|02409056|Perry Park CDP|57|S|22149321|91267|8.552|0.035|39.260456|-104.967839
CO|0858675|1600000US0858675|02583278|Peyton CDP|57|S|5950165|0|2.297|0.|39.032979|-104.490402
CO|0858785|1600000US0858785|02583279|Phippsburg CDP|57|S|3139251|0|1.212|0.|40.230256|-106.950596
CO|0858960|1600000US0858960|02583280|Piedra CDP|57|S|30097646|0|11.621|0.|37.441795|-107.168427
CO|0859005|1600000US0859005|02413129|Pierce town|43|A|4811652|0|1.858|0.|40.647584|-104.780051
CO|0859240|1600000US0859240|02583281|Pine Brook Hill CDP|57|S|7839253|18106|3.027|0.007|40.038413|-105.307526
CO|0859520|1600000US0859520|02804448|Pine Valley CDP|57|S|2132813|0|0.823|0.|39.690938|-105.413228
CO|0859830|1600000US0859830|02413138|Pitkin town|43|A|668081|0|0.258|0.|38.608722|-106.514918
CO|0859885|1600000US0859885|02805925|Placerville CDP|57|S|2000347|0|0.772|0.|38.005314|-108.039835
CO|0860160|1600000US0860160|02412489|Platteville town|43|A|8707311|26626|3.362|0.01|40.222815|-104.833572
CO|0860600|1600000US0860600|02412495|Poncha Springs town|43|A|7009627|0|2.706|0.|38.521231|-106.0721
CO|0860655|1600000US0860655|02409088|Ponderosa Park CDP|57|S|37399067|0|14.44|0.|39.398643|-104.635203
CO|0860765|1600000US0860765|02583285|Portland CDP|57|S|8292857|0|3.202|0.|38.089222|-107.695234
CO|0861315|1600000US0861315|02412509|Pritchett town|43|A|603596|0|0.233|0.|37.370009|-102.858749
CO|0862000|1600000US0862000|02411501|Pueblo city|25|A|146634200|1798294|56.616|0.694|38.269228|-104.610816
CO|0862220|1600000US0862220|02409109|Pueblo West CDP|57|S|128491872|51856|49.611|0.02|38.31583|-104.784972
CO|0862660|1600000US0862660|02412523|Ramah town|43|A|657990|0|0.254|0.|39.121427|-104.167313
CO|0862880|1600000US0862880|02412528|Rangely town|43|A|11352928|0|4.383|0.|40.087011|-108.78326
CO|0863045|1600000US0863045|02412533|Raymer (New Raymer) town|43|A|2031224|0|0.784|0.|40.607957|-103.843576
CO|0863265|1600000US0863265|02412535|Red Cliff town|43|A|631716|0|0.244|0.|39.509291|-106.369943
CO|0863320|1600000US0863320|02409149|Red Feather Lakes CDP|57|S|23609826|1378009|9.116|0.532|40.809474|-105.578991
CO|0863375|1600000US0863375|02409153|Redlands CDP|57|S|33392058|1400717|12.893|0.541|39.084956|-108.655022
CO|0863650|1600000US0863650|02583286|Redstone CDP|57|S|1134003|0|0.438|0.|39.180281|-107.238289
CO|0863705|1600000US0863705|02629992|Redvale CDP|57|S|12120557|0|4.68|0.|38.176064|-108.412508
CO|0864090|1600000US0864090|02412550|Rico town|43|A|1756593|0|0.678|0.|37.689086|-108.031677
CO|0864200|1600000US0864200|02412551|Ridgway town|43|A|4787404|0|1.848|0.|38.157178|-107.754597
CO|0864255|1600000US0864255|02410947|Rifle city|25|A|18344116|232234|7.083|0.09|39.537565|-107.770344
CO|0864870|1600000US0864870|02583287|Rock Creek Park CDP|57|S|687875|0|0.266|0.|38.701068|-104.834702
CO|0864970|1600000US0864970|02412564|Rockvale town|43|A|5317733|0|2.053|0.|38.364425|-105.164523
CO|0865190|1600000US0865190|02410983|Rocky Ford city|25|A|4348015|35482|1.679|0.014|38.049884|-103.722102
CO|0865685|1600000US0865685|02583288|Rollinsville CDP|57|S|3657750|0|1.412|0.|39.923187|-105.51355
CO|0865740|1600000US0865740|02412574|Romeo town|43|A|604499|0|0.233|0.|37.171822|-105.985415
CO|0866197|1600000US0866197|02409221|Roxborough Park CDP|57|S|23911365|327235|9.232|0.126|39.450614|-105.074057
CO|0866895|1600000US0866895|02412588|Rye town|43|A|243523|0|0.094|0.|37.921283|-104.931935
CO|0866995|1600000US0866995|02583289|Saddle Ridge CDP|57|S|450549|0|0.174|0.|40.313071|-103.802297
CO|0867005|1600000US0867005|02412591|Saguache town|43|A|1021215|0|0.394|0.|38.08627|-106.141053
CO|0867040|1600000US0867040|02583290|St. Ann Highlands CDP|57|S|3601597|0|1.391|0.|39.987297|-105.455806
CO|0867142|1600000US0867142|02409229|St. Mary's CDP|57|S|3725675|18488|1.438|0.007|39.816531|-105.647138
CO|0867280|1600000US0867280|02411766|Salida city|25|A|7430128|0|2.869|0.|38.530122|-105.998397
CO|0867445|1600000US0867445|02409241|Salt Creek CDP|57|S|1119966|0|0.432|0.|38.240693|-104.586645
CO|0867500|1600000US0867500|02583291|San Acacio CDP|57|S|3255060|0|1.257|0.|37.208634|-105.566638
CO|0867830|1600000US0867830|02413256|Sanford town|43|A|3782495|0|1.46|0.|37.257407|-105.900766
CO|0868105|1600000US0868105|02413253|San Luis town|43|A|1468086|0|0.567|0.|37.202375|-105.422506
CO|0868655|1600000US0868655|02413263|Sawpit town|43|A|77792|0|0.03|0.|37.994717|-108.002136
CO|0868847|1600000US0868847|02409300|Security-Widefield CDP|57|S|33282219|1251933|12.85|0.483|38.75113|-104.716023
CO|0868875|1600000US0868875|02409301|Sedalia CDP|57|S|3531181|0|1.363|0.|39.439705|-104.969909
CO|0868930|1600000US0868930|02413269|Sedgwick town|43|A|1007551|0|0.389|0.|40.935512|-102.525637
CO|0868985|1600000US0868985|02583292|Segundo CDP|57|S|1797345|0|0.694|0.|37.12252|-104.739739
CO|0869040|1600000US0869040|02413270|Seibert town|43|A|887957|0|0.343|0.|39.297967|-102.869524
CO|0869110|1600000US0869110|02583293|Seven Hills CDP|57|S|1266273|806|0.489|0.|40.033702|-105.330748
CO|0869150|1600000US0869150|02413272|Severance town|43|A|33388987|542014|12.892|0.209|40.505944|-104.863475
CO|0869480|1600000US0869480|02583295|Shaw Heights CDP|57|S|1752107|2011|0.676|0.001|39.85753|-105.039085
CO|0869645|1600000US0869645|02411885|Sheridan city|25|A|5763828|171214|2.225|0.066|39.647757|-105.017457
CO|0869700|1600000US0869700|02413280|Sheridan Lake town|43|A|804281|0|0.311|0.|38.46671|-102.294399
CO|0869810|1600000US0869810|02408726|Sherrelwood CDP|57|S|6352783|26869|2.453|0.01|39.838251|-105.002316
CO|0870112|1600000US0870112|02805913|Sierra Ridge CDP|57|S|1312002|0|0.507|0.|39.528591|-104.817245
CO|0870195|1600000US0870195|02413284|Silt town|43|A|4357374|188593|1.682|0.073|39.547978|-107.652736
CO|0870250|1600000US0870250|02413286|Silver Cliff town|43|A|40034767|4422|15.458|0.002|38.129203|-105.399175
CO|0870360|1600000US0870360|02413287|Silver Plume town|43|A|668525|6766|0.258|0.003|39.695372|-105.727021
CO|0870525|1600000US0870525|02413288|Silverthorne town|43|A|10492908|170394|4.051|0.066|39.659909|-106.089107
CO|0870580|1600000US0870580|02413289|Silverton town|43|A|2162395|0|0.835|0.|37.810874|-107.664743
CO|0870635|1600000US0870635|02413290|Simla town|43|A|1688813|0|0.652|0.|39.140847|-104.082504
CO|0871625|1600000US0871625|02583297|Smeltertown CDP|57|S|378134|0|0.146|0.|38.552322|-106.008417
CO|0871755|1600000US0871755|02413302|Snowmass Village town|43|A|71979705|212338|27.792|0.082|39.216878|-106.94397
CO|0871790|1600000US0871790|02583298|Snyder CDP|57|S|917193|0|0.354|0.|40.330825|-103.591971
CO|0871845|1600000US0871845|02805921|Somerset CDP|57|S|468502|0|0.181|0.|38.92881|-107.464984
CO|0872320|1600000US0872320|02583299|Southern Ute CDP|57|S|41334729|0|15.959|0.|37.074888|-107.593308
CO|0872395|1600000US0872395|02413307|South Fork town|43|A|6587436|2333|2.543|0.001|37.669186|-106.642851
CO|0873330|1600000US0873330|02413324|Springfield town|43|A|2917170|0|1.126|0.|37.404914|-102.618898
CO|0873715|1600000US0873715|02413331|Starkville town|43|A|189014|0|0.073|0.|37.116826|-104.523296
CO|0873825|1600000US0873825|02411976|Steamboat Springs city|25|A|25631081|33083|9.896|0.013|40.475578|-106.822919
CO|0873925|1600000US0873925|02805915|Stepping Stone CDP|57|S|1903439|53891|0.735|0.021|39.514747|-104.822157
CO|0873935|1600000US0873935|02411978|Sterling city|25|A|19732070|0|7.619|0.|40.620487|-103.192582
CO|0873943|1600000US0873943|02805917|Sterling Ranch CDP|57|S|14319947|0|5.529|0.|39.493227|-105.047508
CO|0874080|1600000US0874080|02410002|Stonegate CDP|57|S|4737896|31977|1.829|0.012|39.533783|-104.799841
CO|0874275|1600000US0874275|02583300|Stonewall Gap CDP|57|S|4973670|0|1.92|0.|37.160473|-105.034201
CO|0874375|1600000US0874375|02410008|Strasburg CDP|57|S|53875911|64011|20.802|0.025|39.720709|-104.318187
CO|0874430|1600000US0874430|02410011|Stratmoor CDP|57|S|6850389|55282|2.645|0.021|38.771957|-104.777773
CO|0874485|1600000US0874485|02413341|Stratton town|43|A|1331423|0|0.514|0.|39.302884|-102.60347
CO|0874815|1600000US0874815|02413346|Sugar City town|43|A|996804|0|0.385|0.|38.232773|-103.663312
CO|0874980|1600000US0874980|02583301|Sugarloaf CDP|57|S|5640479|0|2.178|0.|40.018875|-105.407669
CO|0875585|1600000US0875585|02583302|Sunshine CDP|57|S|4481047|0|1.73|0.|40.06365|-105.369584
CO|0875640|1600000US0875640|02413354|Superior town|43|A|10187225|100038|3.933|0.039|39.93119|-105.159085
CO|0875970|1600000US0875970|02413358|Swink town|43|A|725066|0|0.28|0.|38.014068|-103.628162
CO|0876190|1600000US0876190|02410044|Tabernash CDP|57|S|12515506|0|4.832|0.|39.978763|-105.84405
CO|0876325|1600000US0876325|02583304|Tall Timber CDP|57|S|1486621|0|0.574|0.|40.01515|-105.349822
CO|0876795|1600000US0876795|02413371|Telluride town|43|A|5725546|0|2.211|0.|37.940233|-107.818152
CO|0877235|1600000US0877235|02410075|The Pinery CDP|57|S|26881467|95760|10.379|0.037|39.448396|-104.749535
CO|0877290|1600000US0877290|02412064|Thornton city|25|A|94926148|5224134|36.651|2.017|39.920433|-104.941413
CO|0877510|1600000US0877510|02413391|Timnath town|43|A|20322246|94634|7.846|0.037|40.535915|-104.964361
CO|0877757|1600000US0877757|02409327|Todd Creek CDP|57|S|25608411|443783|9.887|0.171|39.978713|-104.868319
CO|0878280|1600000US0878280|02409343|Towaoc CDP|57|S|9284291|0|3.585|0.|37.212599|-108.726461
CO|0878335|1600000US0878335|02583306|Towner CDP|57|S|96521|0|0.037|0.|38.4704|-102.080455
CO|0878345|1600000US0878345|02583307|Trail Side CDP|57|S|1899434|0|0.733|0.|40.248952|-103.843319
CO|0878610|1600000US0878610|02412094|Trinidad city|25|A|24297511|1008|9.381|0.|37.173157|-104.490326
CO|0879100|1600000US0879100|02409373|Twin Lakes CDP|57|S|4252528|44001|1.642|0.017|39.822719|-105.003969
CO|0879105|1600000US0879105|02583308|Twin Lakes CDP|57|S|17442025|0|6.734|0.|39.103707|-106.318985
CO|0879270|1600000US0879270|02413409|Two Buttes town|43|A|642191|0|0.248|0.|37.560664|-102.396556
CO|0879785|1600000US0879785|02583309|Upper Bear Creek CDP|57|S|9803170|15939|3.785|0.006|39.62688|-105.409691
CO|0879800|1600000US0879800|02804450|Upper Witter Gulch CDP|57|S|2358246|0|0.911|0.|39.661066|-105.426833
CO|0880040|1600000US0880040|02413415|Vail town|43|A|12187112|39930|4.705|0.015|39.63778|-106.362463
CO|0880095|1600000US0880095|02583310|Valdez CDP|57|S|4165771|0|1.608|0.|37.125794|-104.672861
CO|0880370|1600000US0880370|02583311|Valmont CDP|57|S|669468|214376|0.258|0.083|40.035518|-105.205645
CO|0880755|1600000US0880755|02583312|Vernon CDP|57|S|2932924|633|1.132|0.|39.939552|-102.306922
CO|0880865|1600000US0880865|02412153|Victor city|25|A|743779|0|0.287|0.|38.708738|-105.141887
CO|0881030|1600000US0881030|02413433|Vilas town|43|A|331107|0|0.128|0.|37.373664|-102.447416
CO|0881305|1600000US0881305|02583313|Vineland CDP|57|S|1467021|0|0.566|0.|38.244738|-104.459866
CO|0881690|1600000US0881690|02413437|Vona town|43|A|573247|0|0.221|0.|39.302119|-102.743352
CO|0882130|1600000US0882130|02413440|Walden town|43|A|868261|0|0.335|0.|40.731584|-106.281336
CO|0882350|1600000US0882350|02412176|Walsenburg city|25|A|7743485|0|2.99|0.|37.630598|-104.781719
CO|0882460|1600000US0882460|02413444|Walsh town|43|A|1158492|0|0.447|0.|37.386107|-102.279933
CO|0882735|1600000US0882735|02413449|Ward town|43|A|1387017|3531|0.536|0.001|40.07304|-105.514775
CO|0882900|1600000US0882900|02583314|Watkins CDP|57|S|64093405|0|24.747|0.|39.698399|-104.577223
CO|0883120|1600000US0883120|02409539|Welby CDP|57|S|9569681|244278|3.695|0.094|39.84022|-104.965502
CO|0883175|1600000US0883175|02583315|Weldona CDP|57|S|405886|0|0.157|0.|40.348408|-103.969365
CO|0883230|1600000US0883230|02413464|Wellington town|43|A|11346607|6659|4.381|0.003|40.697652|-105.006255
CO|0883450|1600000US0883450|02413471|Westcliffe town|43|A|3197837|4196|1.235|0.002|38.134203|-105.465306
CO|0883500|1600000US0883500|02409571|Westcreek CDP|57|S|3150429|107554|1.216|0.042|39.148934|-105.162303
CO|0883835|1600000US0883835|02412237|Westminster city|25|A|81934253|5990305|31.635|2.313|39.880122|-105.061513
CO|0884000|1600000US0884000|02583316|Weston CDP|57|S|8025888|0|3.099|0.|37.145923|-104.868283
CO|0884042|1600000US0884042|02409562|West Pleasant View CDP|57|S|3965888|0|1.531|0.|39.731932|-105.17846
CO|0884440|1600000US0884440|02412248|Wheat Ridge city|25|A|24287442|539957|9.377|0.208|39.772675|-105.104801
CO|0884770|1600000US0884770|02413486|Wiggins town|43|A|3426361|11299|1.323|0.004|40.228945|-104.072806
CO|0885045|1600000US0885045|02413488|Wiley town|43|A|868087|0|0.335|0.|38.154789|-102.718941
CO|0885155|1600000US0885155|02413490|Williamsburg town|43|A|9147736|0|3.532|0.|38.383984|-105.170993
CO|0885485|1600000US0885485|02413496|Windsor town|43|A|68121155|3064100|26.302|1.183|40.478273|-104.915053
CO|0885705|1600000US0885705|02413502|Winter Park town|43|A|44096591|0|17.026|0.|39.878748|-105.782858
CO|0885760|1600000US0885760|02583318|Wolcott CDP|57|S|956456|40047|0.369|0.015|39.703571|-106.679301
CO|0886090|1600000US0886090|02412303|Woodland Park city|25|A|17124040|1969|6.612|0.001|38.998212|-105.059019
CO|0886117|1600000US0886117|02409624|Woodmoor CDP|57|S|15755942|159993|6.083|0.062|39.104824|-104.843603
CO|0886200|1600000US0886200|02583319|Woody Creek CDP|57|S|1586640|0|0.613|0.|39.270873|-106.888331
CO|0886310|1600000US0886310|02412310|Wray city|25|A|8952854|7500|3.457|0.003|40.07992|-102.228597
CO|0886475|1600000US0886475|02413518|Yampa town|43|A|636193|0|0.246|0.|40.153005|-106.908527
CO|0886750|1600000US0886750|02412329|Yuma city|25|A|8477770|99695|3.273|0.038|40.122511|-102.715636
